ID_Viaje,ID_Ruta,Numero_Pasajeros,Duracion_Viaje_Minutos,Retraso_Minutos,ID_Tipo_Transporte,ID_Region,Dia_Semana,Mes,Día,Hora
30443,4,45,207,54,3,3,Sunday,1,22,3
30444,9,71,245,13,4,3,Sunday,1,22,3
30445,1,32,189,28,4,3,Sunday,1,22,3
30446,10,89,422,87,3,1,Sunday,1,22,3
30447,2,98,420,39,2,2,Sunday,1,22,3
30448,7,92,129,9,1,7,Sunday,1,22,3
30449,3,51,94,3,2,2,Sunday,1,22,3
30450,1,84,328,52,1,6,Sunday,1,22,3
30451,7,39,366.884,94,3,3,Sunday,1,22,3
30452,8,73,611,7,4,1,Sunday,1,22,3
30453,4,34,607,41,3,3,Sunday,1,22,3
30454,3,26,488,71,1,5,Sunday,1,22,3
30455,1,99,135,0,4,7,Sunday,1,22,3
30456,5,15,585,36,1,2,Sunday,1,22,3
30457,1,20,91,72,1,2,Sunday,1,22,3
30458,2,10,55,73,1,5,Sunday,1,22,3
30459,8,86,488,114,4,2,Sunday,1,22,3
30460,5,25,199,1,4,6,Sunday,1,22,3
30461,9,84,616,42,2,5,Sunday,1,22,3
30462,10,95,518,75,3,7,Sunday,1,22,3
30463,10,76,30,98,2,7,Sunday,1,22,3
30464,10,36,355,14,4,3,Sunday,1,22,3
30465,3,89,317,65,3,5,Sunday,1,22,3
30466,9,36,33,20,1,6,Sunday,1,22,3
30467,6,11,309,99,2,4,Sunday,1,22,3
30468,9,91,228,93,3,3,Sunday,1,22,3
30469,2,57,439,96,3,5,Sunday,1,22,3
30470,8,34,632,118,2,5,Sunday,1,22,3
30471,4,45,601,64,2,6,Sunday,1,22,3
30472,5,92,545,91,2,3,Sunday,1,22,3
30473,9,98,651,25,3,5,Sunday,1,22,3
30474,2,94,63,32,3,1,Sunday,1,22,3
30475,2,47,202,16,4,7,Sunday,1,22,3
30476,1,49,304,29,3,4,Sunday,1,22,3
30477,10,21,20,96,4,2,Sunday,1,22,3
30478,4,38,627,69,2,3,Sunday,1,22,3
30479,6,80,491,61,2,7,Sunday,1,22,3
30480,1,38,486,31,1,2,Sunday,1,22,3
30481,8,84,183,83,4,4,Sunday,1,22,4
30482,8,46,702,40,1,6,Sunday,1,22,4
30483,1,88,354,83,1,1,Sunday,1,22,4
30484,9,99,117,82,2,7,Sunday,1,22,4
30485,1,75,586,73,4,6,Sunday,1,22,4
30486,10,71,486,110,1,2,Sunday,1,22,4
30487,10,38,124,41,1,3,Sunday,1,22,4
30488,9,77,637,43,3,2,Sunday,1,22,4
30489,1,83,597,113,1,3,Sunday,1,22,4
30490,8,97,160,34,1,2,Sunday,1,22,4
30491,1,78,71,110,4,1,Sunday,1,22,4
30492,7,14,449,40,3,3,Sunday,1,22,4
30493,5,61,311,75,3,4,Sunday,1,22,4
30494,4,19,621,37,2,4,Sunday,1,22,4
30495,5,44,105,0,2,1,Sunday,1,22,4
30496,5,72,642,42,4,7,Sunday,1,22,4
30497,5,84,402,9,1,3,Sunday,1,22,4
30498,3,64,262,48,4,3,Sunday,1,22,4
30499,3,26,318,74,3,2,Sunday,1,22,4
30500,6,54,284,59,4,7,Sunday,1,22,4
30502,6,65,85,91,1,5,Sunday,1,22,4
30503,7,79,695,23,4,6,Sunday,1,22,4
30504,6,61,689,96,1,3,Sunday,1,22,4
30505,9,70,544,36,1,6,Sunday,1,22,4
30506,4,70,186,87,4,1,Sunday,1,22,4
30507,5,44,701,116,2,4,Sunday,1,22,4
30508,9,22,648,19,4,5,Sunday,1,22,4
30509,6,60,443,31,2,7,Sunday,1,22,4
30510,5,10,116,98,4,5,Sunday,1,22,4
30511,4,32,673,78,1,1,Sunday,1,22,4
30512,6,86,26,38,2,4,Sunday,1,22,4
30513,2,43,296,50,2,5,Sunday,1,22,4
30514,6,89,531,84,4,4,Sunday,1,22,4
30515,3,73,479,68,1,4,Sunday,1,22,4
30516,5,20,650,24,4,2,Sunday,1,22,4
30517,10,74,150,77,4,3,Sunday,1,22,4
30518,4,31,611,31,2,5,Sunday,1,22,4
30519,8,50,30,86,4,7,Sunday,1,22,4
30520,3,34,153,21,1,4,Sunday,1,22,4
30521,3,16,357,3,4,2,Sunday,1,22,4
30522,1,94,25,78,4,5,Sunday,1,22,4
30523,8,35,469,44,1,6,Sunday,1,22,4
30524,2,91,570,111,4,7,Sunday,1,22,4
30525,6,60,369,112,2,6,Sunday,1,22,4
30526,1,33,313,102,2,6,Sunday,1,22,4
30527,9,19,203,49,2,2,Sunday,1,22,4
30528,3,22,560,20,2,2,Sunday,1,22,4
30529,2,27,136,111,4,7,Sunday,1,22,4
30530,8,20,573,13,1,7,Sunday,1,22,4
30531,2,67,571,11,3,7,Sunday,1,22,4
30532,7,41,547,14,4,6,Sunday,1,22,4
30533,7,30,589,43,4,5,Sunday,1,22,4
30534,4,50,494,63,2,4,Sunday,1,22,4
30535,7,69,385,52,4,3,Sunday,1,22,4
30536,3,99,424,54,3,2,Sunday,1,22,4
30537,4,55,607,34,3,4,Sunday,1,22,4
30538,7,65,82,34,4,4,Sunday,1,22,4
30539,6,17,133,48,1,2,Sunday,1,22,4
30540,6,26,177,2,3,2,Sunday,1,22,4
30541,8,45,502,36,2,3,Sunday,1,22,5
30542,6,95,295,15,2,5,Sunday,1,22,5
30543,4,82,42,97,2,6,Sunday,1,22,5
30544,2,14,354,51,4,4,Sunday,1,22,5
30545,5,65,115,106,1,7,Sunday,1,22,5
30546,6,68,473,63,4,2,Sunday,1,22,5
30547,1,23,485,66,3,3,Sunday,1,22,5
30548,7,54,114,43,1,1,Sunday,1,22,5
30549,4,84,632,0,4,1,Sunday,1,22,5
30550,9,60,386,116,2,2,Sunday,1,22,5
30551,6,67,599,33,4,7,Sunday,1,22,5
30552,9,80,154,36,4,2,Sunday,1,22,5
30553,1,48,445,15,3,3,Sunday,1,22,5
30554,3,94,304,36,4,5,Sunday,1,22,5
30555,3,66,557,3,3,6,Sunday,1,22,5
30556,7,38,156,110,3,4,Sunday,1,22,5
30557,5,84,67,46,4,7,Sunday,1,22,5
30558,6,22,706,92,4,4,Sunday,1,22,5
30559,7,53,644,22,3,5,Sunday,1,22,5
30560,5,49,183,26,1,7,Sunday,1,22,5
30561,9,52,308,8,1,6,Sunday,1,22,5
30562,1,98,415,26,1,3,Sunday,1,22,5
30563,7,59,240,93,4,3,Sunday,1,22,5
30564,3,65,572,104,3,1,Sunday,1,22,5
30565,2,71,157,66,2,4,Sunday,1,22,5
30566,4,64,270,108,4,3,Sunday,1,22,5
30567,9,39,152,56,4,3,Sunday,1,22,5
30568,8,37,608,100,3,3,Sunday,1,22,5
30569,4,77,592,101,3,1,Sunday,1,22,5
30570,1,50,170,51,3,7,Sunday,1,22,5
30571,5,93,660,78,3,6,Sunday,1,22,5
30572,9,21,630,79,4,1,Sunday,1,22,5
30573,10,86,712,1,3,7,Sunday,1,22,5
30574,4,99,115,48,3,6,Sunday,1,22,5
30575,2,47,327,82,3,4,Sunday,1,22,5
30576,6,62,494,50,1,1,Sunday,1,22,5
30577,6,32,139,109,2,3,Sunday,1,22,5
30578,10,51,462,46,2,2,Sunday,1,22,5
30579,8,93,673,95,2,3,Sunday,1,22,5
30580,4,76,326,36,2,7,Sunday,1,22,5
30581,10,20,539,13,4,2,Sunday,1,22,5
30582,8,19,594,53,1,3,Sunday,1,22,5
30583,6,86,649,27,2,2,Sunday,1,22,5
30584,9,83,698,37,4,2,Sunday,1,22,5
30585,10,40,180,6,1,3,Sunday,1,22,5
30586,7,53,516,24,4,3,Sunday,1,22,5
30587,1,46,640,90,1,3,Sunday,1,22,5
30588,2,34,327,70,3,4,Sunday,1,22,5
30589,4,30,271,9,4,3,Sunday,1,22,5
30590,7,24,147,57,3,7,Sunday,1,22,5
30591,1,20,163,101,3,5,Sunday,1,22,5
30592,8,84,63,97,1,2,Sunday,1,22,5
30593,1,54,471,83,4,5,Sunday,1,22,5
30594,8,17,155,81,3,4,Sunday,1,22,5
30595,4,35,484,3,3,1,Sunday,1,22,5
30596,8,30,86,95,2,6,Sunday,1,22,5
30597,4,61,568,6,3,4,Sunday,1,22,5
30598,5,59,436,96,3,2,Sunday,1,22,5
30599,9,33,629,4,1,1,Sunday,1,22,5
30600,6,91,474,84,2,4,Sunday,1,22,5
30602,3,50,575,79,4,3,Sunday,1,22,6
30603,5,60,180,37,1,7,Sunday,1,22,6
30604,9,25,636,84,4,4,Sunday,1,22,6
30605,3,50,315,18,1,7,Sunday,1,22,6
30606,7,61,35,51,1,1,Sunday,1,22,6
30607,3,66,653,20,1,6,Sunday,1,22,6
30608,9,93,51,36,1,7,Sunday,1,22,6
30609,2,60,614,73,2,6,Sunday,1,22,6
30610,8,68,641,23,3,2,Sunday,1,22,6
30611,8,88,471,13,1,3,Sunday,1,22,6
30612,7,77,674,42,3,3,Sunday,1,22,6
30613,9,49,623,107,1,7,Sunday,1,22,6
30614,5,25,557,59,2,3,Sunday,1,22,6
30615,4,85,474,113,1,5,Sunday,1,22,6
30616,1,44,412,107,1,3,Sunday,1,22,6
30617,4,35,600,79,1,2,Sunday,1,22,6
30618,7,82,462,69,1,6,Sunday,1,22,6
30619,9,89,171,81,4,1,Sunday,1,22,6
30620,3,68,138,24,1,3,Sunday,1,22,6
30621,2,88,433,27,1,2,Sunday,1,22,6
30622,7,93,690,69,1,7,Sunday,1,22,6
30623,2,12,236,112,2,6,Sunday,1,22,6
30624,9,14,143,84,2,3,Sunday,1,22,6
30625,1,49,108,110,1,5,Sunday,1,22,6
30626,9,64,290,36,2,7,Sunday,1,22,6
30627,10,86,671,50,1,4,Sunday,1,22,6
30628,6,57,526,30,2,5,Sunday,1,22,6
30629,6,80,525,114,4,5,Sunday,1,22,6
30630,6,62,164,20,3,4,Sunday,1,22,6
30631,6,81,521,89,4,7,Sunday,1,22,6
30632,3,36,502,94,3,4,Sunday,1,22,6
30633,8,82,303,110,3,6,Sunday,1,22,6
30634,10,45,473,73,4,6,Sunday,1,22,6
30635,7,45,37,6,3,7,Sunday,1,22,6
30636,4,48,583,78,2,1,Sunday,1,22,6
30637,3,84,133,78,3,4,Sunday,1,22,6
30638,5,66,155,28,3,5,Sunday,1,22,6
30639,1,45,377,86,2,5,Sunday,1,22,6
30640,3,16,564,50,4,6,Sunday,1,22,6
30641,9,30,504,34,2,1,Sunday,1,22,6
30642,4,24,654,65,1,4,Sunday,1,22,6
30643,1,55,99,86,2,4,Sunday,1,22,6
30644,6,97,313,118,2,4,Sunday,1,22,6
30645,8,56,345,27,1,1,Sunday,1,22,6
30646,10,68,70,32,2,4,Sunday,1,22,6
30647,6,70,717,84,3,2,Sunday,1,22,6
30648,7,50,333,97,3,3,Sunday,1,22,6
30649,5,63,377,3,1,4,Sunday,1,22,6
30650,8,32,329,49,4,1,Sunday,1,22,6
30651,1,82,90,63,4,6,Sunday,1,22,6
30652,6,21,513,97,2,7,Sunday,1,22,6
30653,9,17,38,119,2,6,Sunday,1,22,6
30654,5,31,661,78,1,2,Sunday,1,22,6
30655,10,59,453,55,1,3,Sunday,1,22,6
30656,4,43,226,77,1,2,Sunday,1,22,6
30657,6,93,99,44,1,6,Sunday,1,22,6
30658,7,22,110,99,4,2,Sunday,1,22,6
30659,4,29,683,92,4,4,Sunday,1,22,6
30660,9,17,439,94,3,5,Sunday,1,22,6
30661,7,79,416,83,2,7,Sunday,1,22,7
30662,1,34,563,11,4,4,Sunday,1,22,7
30663,5,23,567,113,3,3,Sunday,1,22,7
30664,2,68,210,65,4,3,Sunday,1,22,7
30665,1,60,230,60,4,7,Sunday,1,22,7
30666,7,62,518,7,4,3,Sunday,1,22,7
30667,6,25,694,49,1,5,Sunday,1,22,7
30668,9,76,644,64,1,4,Sunday,1,22,7
30669,6,47,347,98,2,5,Sunday,1,22,7
30670,8,83,261,20,4,7,Sunday,1,22,7
30671,10,54,532,51,2,4,Sunday,1,22,7
30672,8,25,479,22,1,3,Sunday,1,22,7
30673,2,34,681,43,4,1,Sunday,1,22,7
30674,7,87,40,107,4,6,Sunday,1,22,7
30675,6,61,343,82,1,3,Sunday,1,22,7
30676,10,55,710,72,2,7,Sunday,1,22,7
30677,10,17,614,14,3,6,Sunday,1,22,7
30678,4,82,560,56,3,4,Sunday,1,22,7
30679,6,65,682,39,1,5,Sunday,1,22,7
30680,2,22,338,15,2,6,Sunday,1,22,7
30681,10,87,485,75,1,7,Sunday,1,22,7
30682,4,72,281,77,3,6,Sunday,1,22,7
30683,8,24,451,90,2,5,Sunday,1,22,7
30684,6,62,622,37,2,7,Sunday,1,22,7
30685,5,64,475,52,4,2,Sunday,1,22,7
30686,6,14,205,39,3,5,Sunday,1,22,7
30687,6,48,60,63,2,4,Sunday,1,22,7
30688,3,22,483,114,4,2,Sunday,1,22,7
30689,6,76,92,72,3,5,Sunday,1,22,7
30690,1,28,289,21,4,4,Sunday,1,22,7
30691,9,40,625,38,1,7,Sunday,1,22,7
30692,8,62,259,71,2,2,Sunday,1,22,7
30693,2,75,150,3,3,3,Sunday,1,22,7
30694,10,89,683,57,1,4,Sunday,1,22,7
30695,9,14,142,115,3,4,Sunday,1,22,7
30696,9,39,484,2,1,2,Sunday,1,22,7
30697,4,58,517,56,3,7,Sunday,1,22,7
30698,2,67,360,64,2,7,Sunday,1,22,7
30699,7,27,537,18,1,1,Sunday,1,22,7
30700,7,45,600,8,4,3,Sunday,1,22,7
30702,3,59,389,25,4,3,Sunday,1,22,7
30703,2,58,425,102,3,3,Sunday,1,22,7
30704,10,37,609,5,4,4,Sunday,1,22,7
30705,2,65,553,48,4,6,Sunday,1,22,7
30706,3,42,270,71,1,4,Sunday,1,22,7
30707,3,11,683,94,4,3,Sunday,1,22,7
30708,5,11,408,66,3,4,Sunday,1,22,7
30709,6,41,588,69,3,3,Sunday,1,22,7
30710,3,21,116,49,4,7,Sunday,1,22,7
30711,3,48,233,6,3,7,Sunday,1,22,7
30712,10,60,173,4,3,2,Sunday,1,22,7
30713,3,15,366,16,1,2,Sunday,1,22,7
30714,4,24,417,55,4,5,Sunday,1,22,7
30715,5,56,30,79,2,4,Sunday,1,22,7
30716,4,54,186,118,2,6,Sunday,1,22,7
30717,8,54,80,110,2,1,Sunday,1,22,7
30718,1,24,495,39,1,4,Sunday,1,22,7
30719,5,19,394,42,1,4,Sunday,1,22,7
30720,6,88,25,32,2,3,Sunday,1,22,7
30721,7,21,233,7,3,7,Sunday,1,22,8
30722,1,44,587,1,4,6,Sunday,1,22,8
30723,6,13,242,101,3,1,Sunday,1,22,8
30724,1,19,479,13,1,6,Sunday,1,22,8
30725,2,93,440,17,1,6,Sunday,1,22,8
30726,2,52,477,58,2,1,Sunday,1,22,8
30727,1,40,98,110,3,7,Sunday,1,22,8
30728,6,40,295,49,1,1,Sunday,1,22,8
30729,2,40,254,49,4,3,Sunday,1,22,8
30730,10,29,440,76,2,1,Sunday,1,22,8
30731,5,82,143,50,1,6,Sunday,1,22,8
30732,2,86,288,3,3,1,Sunday,1,22,8
30733,7,46,168,108,4,7,Sunday,1,22,8
30734,7,68,304,9,3,3,Sunday,1,22,8
30735,8,33,403,44,4,4,Sunday,1,22,8
30736,7,98,409,3,4,5,Sunday,1,22,8
30737,4,68,699,15,1,3,Sunday,1,22,8
30738,1,97,461,14,1,4,Sunday,1,22,8
30739,1,82,141,114,3,3,Sunday,1,22,8
30740,1,38,414,97,1,6,Sunday,1,22,8
30741,5,83,605,90,2,6,Sunday,1,22,8
30742,4,87,485,54,1,5,Sunday,1,22,8
30743,8,95,658,90,4,1,Sunday,1,22,8
30744,6,54,501,27,2,2,Sunday,1,22,8
30745,3,21,65,91,2,1,Sunday,1,22,8
30746,2,17,322,34,1,3,Sunday,1,22,8
30747,5,69,257,29,4,7,Sunday,1,22,8
30748,3,76,49,54,1,7,Sunday,1,22,8
30749,3,35,168,9,1,3,Sunday,1,22,8
30750,10,29,137,85,4,5,Sunday,1,22,8
30751,10,90,366.884,63,2,5,Sunday,1,22,8
30752,6,40,129,62,1,3,Sunday,1,22,8
30753,5,86,476,60,1,7,Sunday,1,22,8
30754,1,51,523,115,1,4,Sunday,1,22,8
30755,3,59,112,16,2,1,Sunday,1,22,8
30756,3,41,539,24,4,2,Sunday,1,22,8
30757,2,15,133,106,3,7,Sunday,1,22,8
30758,8,41,76,43,4,4,Sunday,1,22,8
30759,5,41,368,42,3,1,Sunday,1,22,8
30760,2,52,366,31,1,3,Sunday,1,22,8
30761,4,41,26,71,2,6,Sunday,1,22,8
30762,6,10,292,6,2,3,Sunday,1,22,8
30763,10,20,189,88,1,6,Sunday,1,22,8
30764,8,21,172,13,1,4,Sunday,1,22,8
30765,1,30,710,90,2,3,Sunday,1,22,8
30766,4,30,288,41,4,6,Sunday,1,22,8
30767,8,19,228,97,1,4,Sunday,1,22,8
30768,2,18,80,40,3,4,Sunday,1,22,8
30769,4,21,506,25,4,5,Sunday,1,22,8
30770,7,41,367,91,2,6,Sunday,1,22,8
30771,8,94,671,52,1,7,Sunday,1,22,8
30772,9,27,270,45,1,5,Sunday,1,22,8
30773,6,59,105,93,4,5,Sunday,1,22,8
30774,9,48,395,5,1,1,Sunday,1,22,8
30775,3,78,492,1,3,2,Sunday,1,22,8
30776,5,14,107,51,1,6,Sunday,1,22,8
30777,2,80,418,116,2,7,Sunday,1,22,8
30778,5,65,146,62,3,1,Sunday,1,22,8
30779,1,87,539,75,2,2,Sunday,1,22,8
30780,8,31,252,24,4,3,Sunday,1,22,8
30781,10,88,23,39,2,4,Sunday,1,22,9
30782,10,40,497,82,4,4,Sunday,1,22,9
30783,7,27,422,84,4,3,Sunday,1,22,9
30784,9,17,404,49,3,7,Sunday,1,22,9
30785,10,42,146,91,4,4,Sunday,1,22,9
30786,4,24,375,65,4,1,Sunday,1,22,9
30787,3,16,535,19,3,5,Sunday,1,22,9
30788,7,44,450,113,2,7,Sunday,1,22,9
30789,8,45,705,54,4,5,Sunday,1,22,9
30790,6,49,444,54,1,4,Sunday,1,22,9
30791,6,86,708,60,4,2,Sunday,1,22,9
30792,5,50,167,53,2,4,Sunday,1,22,9
30793,6,20,202,79,2,6,Sunday,1,22,9
30794,5,96,76,21,1,2,Sunday,1,22,9
30795,3,60,159,40,3,1,Sunday,1,22,9
30796,3,32,372,75,3,3,Sunday,1,22,9
30797,10,55,67,62,4,2,Sunday,1,22,9
30798,6,13,110,65,2,4,Sunday,1,22,9
30799,5,51,642,48,2,7,Sunday,1,22,9
30800,3,43,121,44,4,4,Sunday,1,22,9
30802,10,16,224,10,2,5,Sunday,1,22,9
30803,2,46,698,116,2,7,Sunday,1,22,9
30804,10,29,65,61,4,1,Sunday,1,22,9
30805,6,38,700,45,2,6,Sunday,1,22,9
30806,9,45,124,60,3,1,Sunday,1,22,9
30807,10,80,107,114,2,6,Sunday,1,22,9
30808,5,65,290,58,4,5,Sunday,1,22,9
30809,3,14,137,15,1,7,Sunday,1,22,9
30810,3,66,478,8,1,4,Sunday,1,22,9
30811,6,24,236,61,1,6,Sunday,1,22,9
30812,6,73,191,37,3,1,Sunday,1,22,9
30813,9,54,698,102,4,6,Sunday,1,22,9
30814,6,63,205,27,4,7,Sunday,1,22,9
30815,5,11,614,26,2,5,Sunday,1,22,9
30816,6,65,559,109,2,1,Sunday,1,22,9
30817,2,49,232,42,3,1,Sunday,1,22,9
30818,7,10,116,64,2,2,Sunday,1,22,9
30819,5,25,425,63,2,5,Sunday,1,22,9
30820,9,15,627,66,2,2,Sunday,1,22,9
30821,7,81,379,31,2,1,Sunday,1,22,9
30822,3,89,67,77,1,1,Sunday,1,22,9
30823,10,56,404,23,2,5,Sunday,1,22,9
30824,8,85,142,30,2,5,Sunday,1,22,9
30825,5,15,369,61,1,1,Sunday,1,22,9
30826,6,57,504,30,2,7,Sunday,1,22,9
30827,9,11,385,116,2,7,Sunday,1,22,9
30828,5,84,233,80,4,5,Sunday,1,22,9
30829,5,70,520,58,2,3,Sunday,1,22,9
30830,4,20,409,43,4,1,Sunday,1,22,9
30831,8,19,696,64,2,7,Sunday,1,22,9
30832,3,84,158,117,3,2,Sunday,1,22,9
30833,3,84,116,114,2,1,Sunday,1,22,9
30834,8,71,197,59,3,3,Sunday,1,22,9
30835,9,17,393,116,2,2,Sunday,1,22,9
30836,6,19,451,12,4,2,Sunday,1,22,9
30837,8,61,46,90,1,3,Sunday,1,22,9
30838,1,13,407,72,1,4,Sunday,1,22,9
30839,3,12,261,23,1,6,Sunday,1,22,9
30840,5,54,579,39,2,1,Sunday,1,22,9
30841,4,39,166,43,4,5,Sunday,1,22,10
30842,9,84,616,47,4,3,Sunday,1,22,10
30843,9,56,333,19,2,3,Sunday,1,22,10
30844,7,43,271,104,3,5,Sunday,1,22,10
30845,6,76,492,69,1,2,Sunday,1,22,10
30846,4,66,532,58,2,6,Sunday,1,22,10
30847,9,30,536,15,4,5,Sunday,1,22,10
30848,6,50,418,16,1,1,Sunday,1,22,10
30849,6,84,76,84,4,7,Sunday,1,22,10
30850,10,84,248,27,1,2,Sunday,1,22,10
30851,7,97,343,104,1,2,Sunday,1,22,10
30852,7,62,561,44,2,1,Sunday,1,22,10
30853,3,49,58,118,4,6,Sunday,1,22,10
30854,7,86,671,103,1,6,Sunday,1,22,10
30855,3,98,717,108,3,3,Sunday,1,22,10
30856,9,78,699,114,3,5,Sunday,1,22,10
30857,5,83,250,46,4,5,Sunday,1,22,10
30858,8,77,79,10,2,2,Sunday,1,22,10
30859,6,98,214,115,1,3,Sunday,1,22,10
30860,9,31,175,8,4,1,Sunday,1,22,10
30861,9,32,198,38,2,4,Sunday,1,22,10
30862,5,33,206,64,2,1,Sunday,1,22,10
30863,9,83,604,42,2,7,Sunday,1,22,10
30864,10,76,411,34,3,6,Sunday,1,22,10
30865,1,20,426,16,1,3,Sunday,1,22,10
30866,6,69,335,53,4,6,Sunday,1,22,10
30867,2,43,195,35,3,5,Sunday,1,22,10
30868,3,25,437,38,1,1,Sunday,1,22,10
30869,9,35,153,69,1,1,Sunday,1,22,10
30870,2,52,15,77,1,5,Sunday,1,22,10
30871,9,28,638,64,1,4,Sunday,1,22,10
30872,6,37,669,31,1,3,Sunday,1,22,10
30873,7,57,169,60,2,5,Sunday,1,22,10
30874,4,61,335,82,3,3,Sunday,1,22,10
30875,1,94,45,34,4,5,Sunday,1,22,10
30876,2,90,396,27,3,7,Sunday,1,22,10
30877,2,59,648,19,1,7,Sunday,1,22,10
30878,3,51,45,30,4,6,Sunday,1,22,10
30879,6,90,599,22,3,3,Sunday,1,22,10
30880,2,63,123,12,4,6,Sunday,1,22,10
30881,6,81,449,60,2,6,Sunday,1,22,10
30882,1,96,47,84,3,1,Sunday,1,22,10
30883,2,36,528,83,4,1,Sunday,1,22,10
30884,10,56,33,87,4,2,Sunday,1,22,10
30885,5,35,382,70,4,7,Sunday,1,22,10
30886,4,92,487,25,2,1,Sunday,1,22,10
30887,2,43,110,4,1,1,Sunday,1,22,10
30888,3,24,621,45,1,6,Sunday,1,22,10
30889,7,13,695,16,1,2,Sunday,1,22,10
30890,6,10,302,105,3,2,Sunday,1,22,10
30891,4,49,390,22,1,2,Sunday,1,22,10
30892,8,83,33,84,3,7,Sunday,1,22,10
30893,2,70,244,59,3,2,Sunday,1,22,10
30894,8,45,102,110,1,7,Sunday,1,22,10
30895,4,27,710,4,4,1,Sunday,1,22,10
30896,9,12,257,24,2,7,Sunday,1,22,10
30897,6,52,22,49,2,5,Sunday,1,22,10
30898,4,55,36,24,1,5,Sunday,1,22,10
30899,10,89,133,44,2,4,Sunday,1,22,10
30900,8,37,79,19,2,3,Sunday,1,22,10
30902,4,61,17,9,1,6,Sunday,1,22,11
30903,8,88,200,60,4,7,Sunday,1,22,11
30904,6,21,627,38,2,1,Sunday,1,22,11
30905,8,34,268,41,1,3,Sunday,1,22,11
30906,3,89,180,18,2,1,Sunday,1,22,11
30907,8,45,224,109,4,2,Sunday,1,22,11
30908,5,30,712,55,4,6,Sunday,1,22,11
30909,9,19,553,38,4,4,Sunday,1,22,11
30910,6,85,337,45,2,5,Sunday,1,22,11
30911,2,87,21,108,2,7,Sunday,1,22,11
30912,7,72,521,37,4,7,Sunday,1,22,11
30913,5,60,125,82,2,1,Sunday,1,22,11
30914,10,36,330,93,4,1,Sunday,1,22,11
30915,1,27,340,119,2,7,Sunday,1,22,11
30916,9,62,624,92,2,4,Sunday,1,22,11
30917,9,64,248,74,1,4,Sunday,1,22,11
30918,3,84,207,22,2,1,Sunday,1,22,11
30919,8,88,637,114,4,5,Sunday,1,22,11
30920,3,14,410,11,1,2,Sunday,1,22,11
30921,8,46,124,0,2,2,Sunday,1,22,11
30922,4,61,127,69,4,6,Sunday,1,22,11
30923,10,69,81,55,2,7,Sunday,1,22,11
30924,8,34,412,37,1,2,Sunday,1,22,11
30925,10,42,361,42,3,3,Sunday,1,22,11
30926,10,24,684,51,4,3,Sunday,1,22,11
30927,1,10,156,111,3,6,Sunday,1,22,11
30928,5,47,262,32,1,2,Sunday,1,22,11
30929,2,54,47,32,1,1,Sunday,1,22,11
30930,6,16,219,111,3,5,Sunday,1,22,11
30931,3,21,392,74,2,6,Sunday,1,22,11
30932,4,77,719,83,3,7,Sunday,1,22,11
30933,1,35,551,101,1,6,Sunday,1,22,11
30934,6,19,334,118,1,4,Sunday,1,22,11
30935,1,81,322,38,4,5,Sunday,1,22,11
30936,8,59,600,85,2,7,Sunday,1,22,11
30937,7,34,688,65,1,7,Sunday,1,22,11
30938,6,73,502,74,2,3,Sunday,1,22,11
30939,6,63,490,29,2,4,Sunday,1,22,11
30940,4,52,600,106,4,1,Sunday,1,22,11
30941,3,36,420,55,1,7,Sunday,1,22,11
30942,9,25,164,23,1,7,Sunday,1,22,11
30943,1,70,99,8,3,7,Sunday,1,22,11
30944,1,95,279,54,4,4,Sunday,1,22,11
30945,4,76,540,110,1,2,Sunday,1,22,11
30946,8,47,555,49,2,7,Sunday,1,22,11
30947,8,73,273,79,2,2,Sunday,1,22,11
30948,7,52,574,15,2,5,Sunday,1,22,11
30949,3,91,622,41,3,3,Sunday,1,22,11
30950,5,23,129,51,1,4,Sunday,1,22,11
30951,2,73,297,55,4,3,Sunday,1,22,11
30952,4,72,79,93,3,3,Sunday,1,22,11
30953,6,78,301,107,2,2,Sunday,1,22,11
30954,2,58,459,87,3,5,Sunday,1,22,11
30955,4,81,538,109,2,3,Sunday,1,22,11
30956,2,61,424,95,3,2,Sunday,1,22,11
30957,6,91,434,45,2,2,Sunday,1,22,11
30958,1,32,170,111,2,7,Sunday,1,22,11
30959,4,41,674,13,2,2,Sunday,1,22,11
30960,5,57,655,101,1,7,Sunday,1,22,11
30961,5,21,312,8,2,2,Sunday,1,22,12
30962,2,67,591,22,2,3,Sunday,1,22,12
30963,8,33,459,53,3,5,Sunday,1,22,12
30964,10,12,67,35,1,3,Sunday,1,22,12
30965,8,95,151,56,4,2,Sunday,1,22,12
30966,10,11,39,41,2,5,Sunday,1,22,12
30967,6,97,282,12,3,5,Sunday,1,22,12
30968,8,17,397,97,2,1,Sunday,1,22,12
30969,3,10,262,105,3,7,Sunday,1,22,12
30970,7,55,658,96,2,6,Sunday,1,22,12
30971,9,13,585,24,2,4,Sunday,1,22,12
30972,3,81,660,54,4,4,Sunday,1,22,12
30973,10,98,589,38,4,7,Sunday,1,22,12
30974,10,41,511,93,3,3,Sunday,1,22,12
30975,6,25,237,69,4,7,Sunday,1,22,12
30976,10,40,409,29,1,6,Sunday,1,22,12
30977,7,14,677,111,1,4,Sunday,1,22,12
30978,7,52,559,13,3,7,Sunday,1,22,12
30979,3,22,560,9,1,3,Sunday,1,22,12
30980,10,17,251,27,2,3,Sunday,1,22,12
30981,9,20,54,7,3,1,Sunday,1,22,12
